,content,individual,groups,religion/creed,race/ethnicity,politics
8268,"yên tâm việt nam thành phế vật . nước fuck you , việt nam ... cứt địt mẹ mày địt mẹ mày đậu mẹ mày ... phế chắn 🤣 🤣 🤣",0,0,0,2,0
8269,"yên tâm việt nam thành phế vật . nước ... fuck you , cứt việt nam địt mẹ mày địt mẹ mày mày mẹ đậu ... phế chắn 🤣 🤣 🤣",0,0,0,2,0
8270,"yên tâm việt nam thành phế vật phế nước fuck you , cứt ... việt nam địt mẹ mày địt mẹ mày đậu . mày ... mẹ 🤣 chắn 🤣 🤣",0,0,0,2,0
8271,"yên tâm thành việt nam phế vật . nước fuck , cứt ... you việt nam địt mẹ mày địt mẹ mày mày đậu mẹ ... phế chắn 🤣 🤣 🤣",0,0,0,2,0
8272,yên tâm việt nam thành phế vật . nước fuck you cứt ... việt nam địt mẹ mày địt mẹ mày đậu mẹ mày ... phế chắn 🤣 🤣,0,0,0,2,0
8273,"yên tâm việt nam phế vật . nước fuck you , cứt ... việt nam địt mẹ mày địt mẹ mày đậu mẹ mày ... phế 🤣 🤣 🤣",0,0,0,2,0
8274,"yên tâm việt nam thành phế vật . nước you , cứt ... việt nam địt mẹ mày đậu mẹ mày ... phế chắn 🤣 🤣 🤣",0,0,0,2,0
8275,"yên tâm việt nam thành vật . nước fuck you , cứt ... việt nam địt mẹ mày địt mẹ mày đậu mẹ mày ... phế chắn 🤣 🤣",0,0,0,2,0
8276,"yên tâm việt nam thành vật . nước fuck you , cứt ... việt nam địt mẹ mày địt mẹ mày mẹ mày ... phế chắn 🤣 🤣 🤣",0,0,0,2,0
8277,"yên tâm việt nam thành phế vật . nước fuck you , cứt ... việt nam địt mẹ mày địt mẹ mày đậu mẹ mày ... phế 🤣 🤣",0,0,0,2,0
8278,"yên tâm việt nam thành phế vật . nước fuck you , cứt ... việt nam địt mẹ mày địt mẹ mày đậu mẹ mày ... phế chắn 🤣 🤣 🤣",0,0,0,2,0
8279,"yên tâm việt nam phế vật . nước fuck you , cứt ... việt nam địt mẹ mày địt mẹ mày đậu mẹ mày ... chắn 🤣 🤣",0,0,0,2,0
8280,cày cấy chăn nuôi xã hội chủ nghĩa trứ danh đông lào thịt heo đắt gấp cặp gấp 3 thịt lợn nhập khẩu tư nuôi đầu đề kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8281,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp cặp gấp 3 thịt lợn nhập khẩu tư nuôi tít kia vòng giới tận cửa !!!!,0,0,0,2,0
8282,nông nghiệp chăn nuôi xã hội chủ nghĩa nổi tiếng đông lào thịt heo mắc gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi dòng tít kia trái đất tận cửa !!!!,0,0,0,2,0
8283,nông nghiệp chăn nuôi xã hội chủ nghĩa nức danh đông lào thịt heo đắt thu đôi thu 3 thịt lợn nhập khẩu tư nuôi tít ngược vòng trái đất tận cửa !!!!,0,0,0,2,0
8284,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt thu đôi thu 3 thịt lợn nhập khẩu tư nuôi tít ngược vấn địa cầu tận cửa !!!!,0,0,0,2,0
8285,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt lợn đắt đỏ gấp đôi gấp 3 thịt lợn nhập tư nuôi tít kia vòng địa cầu tận cửa !!!!,0,0,0,2,0
8286,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào giết thịt lợn nuôi đắt đóng đôi đóng 3 giết thịt lợn nhập khẩu tư nuôi tít kia vòng hành tinh tận cửa !!!!,0,0,0,2,0
8287,nông nghiệp chăn nuôi xã hội chủ nghĩa nức danh đông lào thịt lợn nuôi đắt gập đôi gập 3 thịt lợn nhập khẩu tư nuôi dạy tít kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8288,thể nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi nhan đề trái đất gấp 3 thịt lợn nhập khẩu tư nuôi tít kia gập vòng trái đất tận cửa !!!!,0,0,0,2,0
8289,lợn giết nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi gấp 3 thịt lợn nhập khẩu tư cầm nuôi tít kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8290,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi tít kia bón phân bón vòng trái đất gập tận cửa !!!!,0,0,0,2,0
8291,lợn nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo nhan đề bón đắt gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi tít kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8292,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi gấp trái đất 3 thịt lợn nuôi nấng nhập khẩu tư nuôi cuộn tít kia vòng đầu trái đất tận cửa !!!!,0,0,0,2,0
8293,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh trái đất đông lào thịt heo đắt đầu gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi tít kia vòng trái đất tận sáp nhập cửa nhập !!!!,0,0,0,2,0
8294,chép nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt đầu gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi trái đất tít kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8295,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi gấp 3 thịt đồng lợn nhập khẩu tư nuôi tít kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8296,3 lào nông nghiệp chăn nuôi đắt lừng danh đông thịt heo xã hội chủ nghĩa gấp đôi gấp thịt lợn nuôi tư nhập khẩu tít kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8297,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đắt đông thịt heo gấp đôi gấp 3 thịt nhập khẩu lợn tư nuôi tít kia lào vòng trái đất tận cửa !!!!,0,0,0,2,0
8298,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi gấp 3 thịt lợn nhập khẩu nuôi tít kia vòng trái đất cửa tư tận !!!!,0,0,0,2,0
8299,nông nghiệp chăn nuôi cửa lừng danh đông lào thịt heo gấp nhập khẩu gấp 3 thịt lợn đôi tư nuôi tít đắt kia vòng trái đất ! tận xã hội chủ nghĩa !!!,0,0,0,2,0
8300,nông nghiệp chăn nuôi gấp lừng danh đôi đông lào thịt heo đắt xã hội chủ nghĩa gấp 3 thịt nuôi nhập khẩu tư lợn kia vòng trái đất tít tận cửa !!!!,0,0,0,2,0
8301,lừng danh ! nông nghiệp cửa xã hội chủ nghĩa đông lào thịt heo đắt gấp đôi gấp 3 lợn nhập khẩu tư thịt nuôi tít kia vòng trái đất tận chăn nuôi !!!,0,0,0,2,0
8302,! heo nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt đắt gấp nhập khẩu gấp 3 thịt đôi tư nuôi tít kia vòng trái đất tận cửa lợn !!!,0,0,0,2,0
8303,lợn nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông nhập khẩu thịt ! đắt gấp đôi gấp 3 thịt lào tư nuôi tít kia vòng trái đất tận cửa heo !!!,0,0,0,2,0
8304,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi gấp 3 thịt lợn tư nuôi tít kia vòng trái đất cửa !!!!,0,0,0,2,0
8305,chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt đôi gấp 3 thịt lợn nhập khẩu tư nuôi kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8306,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông thịt heo đắt gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi tít kia vòng trái đất cửa !!!!,0,0,0,2,0
8307,nông nghiệp chăn nuôi đông lào thịt heo đắt gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi tít kia vòng trái đất tận cửa !!!!,0,0,0,2,0
8308,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt đắt gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi tít vòng trái đất tận cửa !!!!,0,0,0,2,0
8309,nông nghiệp chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi tít vòng trái đất tận cửa !!!!,0,0,0,2,0
8310,nông nghiệp xã hội chủ nghĩa lừng danh đông lào thịt đắt gấp đôi gấp 3 thịt lợn nhập khẩu tư nuôi tít kia vòng trái đất cửa !!!!,0,0,0,2,0
8311,chăn nuôi xã hội chủ nghĩa lừng danh đông lào thịt heo đắt gấp đôi 3 thịt lợn nhập khẩu tư tít kia vòng trái đất cửa !!!,0,0,0,2,0
8312,"hà lội văn hiến , sống bao sống , ngửi thở ôxy thiên đàng đấy",0,0,0,2,0
8313,"hà lội văn hiến , sống bao sống , hít thở ôxy niết bàn đấy",0,0,0,2,0
8314,"hà lội văn hiến , sống bao sống , hít thở ôxy vườn địa đàng đấy",0,0,0,2,0
8315,"hà lội văn hiến , sống bao sống , hít hít thở ôxi thiên đường đấy",0,0,0,2,0
8316,"hà lội văn hiến , sống bao sống , hít hô hấp ôxi thiên đường đấy",0,0,0,2,0
8317,"hà lội văn hiến , bao , hít thở ôxy cõi cực lạc đấy",0,0,0,2,0
8318,"hà lội văn hiến , sống bao sống , hít thở ôxy ê-đen đấy",0,0,0,2,0
8319,"hà lội văn hiến , sống bao sống , hít hít thở ôxy ê-đen đấy",0,0,0,2,0
8320,"hà lội văn hiến , sống bao sống ngửi , hít thở ôxy thiên đường đấy",0,0,0,2,0
8321,"hà lội văn hiến , sống bao sống ngửi , hít thở ôxy thiên đường đấy",0,0,0,2,0
8322,"hà lội văn hiến , sống bao sống , hít thở ôxy thiên đường ngửi đấy",0,0,0,2,0
8323,"hà lội văn hiến hít thở , sống bao sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8324,"hà lội văn hiến , sống bao sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8325,"hà lội văn hiến , ôxi sống bao sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8326,"hà lội văn hiến , sống đòi bao sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8327,"hà lội văn hiến , sống bao sống lội địa đàng , hít thở ôxy thiên đường đấy",0,0,0,2,0
8328,"hà lội văn hiến , sống bao sống , thở ôxy thiên đường hít đấy",0,0,0,2,0
8329,", lội văn hiến hà bao sống , hít thở ôxy thiên đường sống đấy",0,0,0,2,0
8330,"ôxy lội văn hiến hít sống bao sống , , thở hà thiên đường đấy",0,0,0,2,0
8331,"hà lội văn hiến , sống hít bao sống , thở ôxy thiên đường đấy",0,0,0,2,0
8332,"hà lội văn hiến , sống bao thiên đường sống , hít thở ôxy đấy",0,0,0,2,0
8333,"hà lội văn hiến ôxy hít , sống bao sống , thở thiên đường đấy",0,0,0,2,0
8334,"hà lội văn hiến , sống bao sống hít thở ôxy thiên đường , đấy",0,0,0,2,0
8335,"hà ôxy văn hiến , sống sống bao , hít thở lội thiên đường đấy",0,0,0,2,0
8336,"hà văn hiến , sống bao , hít thở ôxy thiên đường đấy",0,0,0,2,0
8337,"hà lội văn hiến , sống sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8338,"hà lội văn hiến , bao , hít thở ôxy thiên đường đấy",0,0,0,2,0
8339,"hà lội văn hiến , sống bao sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8340,"hà lội văn hiến , sống bao , hít thở ôxy thiên đường đấy",0,0,0,2,0
8341,"hà lội văn hiến , sống bao sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8342,"hà lội văn hiến , sống sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8343,"hà lội văn hiến , sống bao sống , hít thở ôxy thiên đường đấy",0,0,0,2,0
8344,việt nam vô địch,0,0,0,1,0
8345,việt nam vô địch,0,0,0,1,0
8346,việt nam vô địch,0,0,0,1,0
8347,việt nam vô địch,0,0,0,1,0
8348,việt nam vô địch,0,0,0,1,0
8349,việt nam vô địch,0,0,0,1,0
8350,việt nam vô địch,0,0,0,1,0
8351,việt nam vô địch,0,0,0,1,0
8352,việt nam vô địch,0,0,0,1,0
8353,việt nam vô địch,0,0,0,1,0
8354,việt nam vô địch,0,0,0,1,0
8355,việt nam vô địch,0,0,0,1,0
8356,việt nam vô địch,0,0,0,1,0
8357,việt nam vô địch,0,0,0,1,0
8358,việt nam vô địch,0,0,0,1,0
8359,việt nam vô địch,0,0,0,1,0
8360,việt nam vô địch,0,0,0,1,0
8361,việt nam vô địch,0,0,0,1,0
8362,việt nam vô địch,0,0,0,1,0
8363,việt nam vô địch,0,0,0,1,0
8364,việt nam vô địch,0,0,0,1,0
8365,việt nam vô địch,0,0,0,1,0
8366,việt nam vô địch,0,0,0,1,0
8367,việt nam vô địch,0,0,0,1,0
8368,,0,0,0,1,0
8369,việt nam vô địch,0,0,0,1,0
8370,việt nam vô địch,0,0,0,1,0
8371,việt nam vô địch,0,0,0,1,0
8372,việt nam vô địch,0,0,0,1,0
8373,việt nam vô địch,0,0,0,1,0
8374,việt nam vô địch,0,0,0,1,0
8375,việt nam vô địch,0,0,0,1,0
8376,bên mỹ ngàn bệnh viện tâm thần,0,0,0,1,0
8377,bên mỹ nghìn bệnh viện tâm thần,0,0,0,1,0
8378,bên mỹ bệnh viện bệnh tâm thần,0,0,0,1,0
8379,bên mỹ bệnh viện bệnh tâm thần,0,0,0,1,0
8380,bên mỹ ngàn bệnh viện tâm thần,0,0,0,1,0
8381,bên mỹ bệnh viện bệnh tâm thần,0,0,0,1,0
8382,bên mỹ ngàn bệnh viện tâm thần,0,0,0,1,0
8383,bên mỹ bệnh viện bệnh tâm thần,0,0,0,1,0
8384,bên mỹ nghìn bệnh viện tâm thần,0,0,0,1,0
8385,bên mỹ sở hữu bệnh viện tâm thần,0,0,0,1,0
8386,nghìn bên mỹ bệnh viện tâm thần,0,0,0,1,0
8387,bên mỹ bệnh viện sở hữu tâm thần,0,0,0,1,0
8388,bên mỹ nghìn bệnh viện tâm thần,0,0,0,1,0
8389,bên nghìn mỹ bệnh viện tâm thần,0,0,0,1,0
8390,bên bệnh tâm thần mỹ bệnh viện tâm thần,0,0,0,1,0
8391,nghìn bên mỹ bệnh viện tâm thần,0,0,0,1,0
8392,bên mỹ tâm thần bệnh viện,0,0,0,1,0
8393,bên mỹ bệnh viện tâm thần,0,0,0,1,0
8394,bên tâm thần bệnh viện mỹ,0,0,0,1,0
8395,bên mỹ bệnh viện tâm thần,0,0,0,1,0
8396,bên mỹ tâm thần bệnh viện,0,0,0,1,0
8397,bên mỹ bệnh viện tâm thần,0,0,0,1,0
8398,bên mỹ tâm thần bệnh viện,0,0,0,1,0
8399,bên mỹ bệnh viện tâm thần,0,0,0,1,0
8400,bên mỹ bệnh viện,0,0,0,1,0
8401,mỹ bệnh viện tâm thần,0,0,0,1,0
8402,bên mỹ bệnh viện tâm thần,0,0,0,1,0
8403,bên mỹ tâm thần,0,0,0,1,0
8404,bên mỹ,0,0,0,1,0
8405,bên mỹ bệnh viện tâm thần,0,0,0,1,0
8406,bên mỹ bệnh viện tâm thần,0,0,0,1,0
8407,bên mỹ bệnh viện tâm thần,0,0,0,1,0
8408,du học sinh úc ) ),0,0,0,1,0
8409,du học sinh úc ) ),0,0,0,1,0
8410,du học sinh úc ) ),0,0,0,1,0
8411,du học sinh úc ) ),0,0,0,1,0
8412,du học sinh úc ) ),0,0,0,1,0
8413,du học sinh úc ) ),0,0,0,1,0
8414,du học sinh úc ) ),0,0,0,1,0
8415,du học sinh úc ) ),0,0,0,1,0
8416,du học sinh úc ) ),0,0,0,1,0
8417,du học sinh úc ) ),0,0,0,1,0
8418,du học sinh úc ) ),0,0,0,1,0
8419,du học sinh úc ) ),0,0,0,1,0
8420,du học sinh úc ) ),0,0,0,1,0
8421,du học sinh úc ) ),0,0,0,1,0
8422,du học sinh úc ) ),0,0,0,1,0
8423,du học sinh úc ) ),0,0,0,1,0
8424,) úc ) du học sinh,0,0,0,1,0
8425,du học sinh ) úc ),0,0,0,1,0
8426,du học sinh úc ) ),0,0,0,1,0
8427,úc du học sinh ) ),0,0,0,1,0
8428,úc du học sinh ) ),0,0,0,1,0
8429,úc du học sinh ) ),0,0,0,1,0
8430,úc du học sinh ) ),0,0,0,1,0
8431,du học sinh úc ) ),0,0,0,1,0
8432,du học sinh ) ),0,0,0,1,0
8433,du học sinh úc ) ),0,0,0,1,0
8434,du học sinh úc ) ),0,0,0,1,0
8435,du học sinh ) ),0,0,0,1,0
8436,du học sinh úc ),0,0,0,1,0
8437,du học sinh úc ) ),0,0,0,1,0
8438,du học sinh úc ) ),0,0,0,1,0
8439,du học sinh úc ) ),0,0,0,1,0
8440,"i quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8441,"1 quốc gia đường đi , số bot lảo đảo",0,0,0,1,0
8442,"1 quốc gia đường đi đi , số bot chóng mặt",0,0,0,1,0
8443,"1 quốc gia đường đi , số bot choáng váng",0,0,0,1,0
8444,"1 đường đi , số bot chóng mặt",0,0,0,1,0
8445,"1 quốc gia đường động đi , số bot chóng mặt",0,0,0,1,0
8446,"quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8447,"1 tổ quốc đường đi , số bot chóng mặt",0,0,0,1,0
8448,"1 quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8449,"1 quốc gia đường sở hữu đi , số bot chóng mặt",0,0,0,1,0
8450,"1 quốc gia đường đi , số sở hữu bot chóng mặt",0,0,0,1,0
8451,"1 quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8452,"1 quốc gia đường thể đi , số bot chóng mặt",0,0,0,1,0
8453,"1 quốc gia đường đi đường đi , số bot chóng mặt",0,0,0,1,0
8454,"1 quốc gia đường thể đi , số bot chóng mặt",0,0,0,1,0
8455,"1 quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8456,"quốc gia 1 đường đi , số bot chóng mặt",0,0,0,1,0
8457,"1 quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8458,"1 quốc gia đường số , đi bot chóng mặt",0,0,0,1,0
8459,"1 quốc gia chóng mặt đường đi , số bot",0,0,0,1,0
8460,"1 quốc gia đi , số bot đường chóng mặt",0,0,0,1,0
8461,"1 quốc gia bot đường đi , số chóng mặt",0,0,0,1,0
8462,"1 quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8463,"1 quốc gia đường đi , bot số chóng mặt",0,0,0,1,0
8464,"1 quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8465,"1 quốc gia đường đi , số bot",0,0,0,1,0
8466,"1 quốc gia đường đi , số chóng mặt",0,0,0,1,0
8467,"1 quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8468,"1 quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8469,"quốc gia đường đi , số bot chóng mặt",0,0,0,1,0
8470,"1 đường đi , số bot chóng mặt",0,0,0,1,0
8471,"1 quốc gia đường đi , bot",0,0,0,1,0
8472,this is vietnam !!!,0,0,0,1,0
8473,this is vietnam !!!,0,0,0,1,0
8474,this is vietnam !!!,0,0,0,1,0
8475,this is vietnam !!!,0,0,0,1,0
8476,this is vietnam !!!,0,0,0,1,0
8477,this is vietnam !!!,0,0,0,1,0
8478,this is vietnam !!!,0,0,0,1,0
8479,this is vietnam !!!,0,0,0,1,0
8480,this is vietnam !!!,0,0,0,1,0
8481,this is vietnam !!!,0,0,0,1,0
8482,this is vietnam !!!,0,0,0,1,0
8483,this is vietnam !!!,0,0,0,1,0
8484,this is vietnam !!!,0,0,0,1,0
8485,this is vietnam !!!,0,0,0,1,0
8486,this is vietnam !!!,0,0,0,1,0
8487,this is vietnam !!!,0,0,0,1,0
8488,is this vietnam !!!,0,0,0,1,0
8489,this vietnam is !!!,0,0,0,1,0
8490,this vietnam is !!!,0,0,0,1,0
8491,this is vietnam !!!,0,0,0,1,0
8492,this ! vietnam !! is,0,0,0,1,0
8493,this ! vietnam ! is !,0,0,0,1,0
8494,this is vietnam !!!,0,0,0,1,0
8495,this is !! vietnam !,0,0,0,1,0
8496,this is vietnam !!!,0,0,0,1,0
8497,this is vietnam !!!,0,0,0,1,0
8498,is vietnam !!!,0,0,0,1,0
8499,this is vietnam !!!,0,0,0,1,0
8500,this is !!!,0,0,0,1,0
8501,this is vietnam !!!,0,0,0,1,0
8502,this is vietnam !!!,0,0,0,1,0
8503,this is vietnam !!!,0,0,0,1,0
8504,đó chẳng bao chế độ chế độ chuyên sập ước ao,0,0,0,3,0
8505,đó chẳng bao chế độ độc tài đổ sụp khao khát,0,0,0,3,0
8506,đó chân tướng chẳng bao chế độ độc tài sập mong ước,0,0,0,3,0
8507,đó chẳng bao chế độ chế độ độc tài sập mong ước,0,0,0,3,0
8508,đó chẳng bao chế độ độc tài sập khao khát,0,0,0,3,0
8509,đó chẳng bao chế độ độc tài sập đổ khao khát,0,0,0,3,0
8510,đó chẳng bao chế độ chế độ độc tài sập mong,0,0,0,3,0
8511,đó chân tướng chẳng bao chế độ chuyên sập mong,0,0,0,3,0
8512,đó chẳng thể bao chế độ độc tài sập mong,0,0,0,3,0
8513,đó chẳng bao thực chế độ độc tài sập mong,0,0,0,3,0
8514,đó chuyên chẳng mọc bao chế độ độc tài sập mong,0,0,0,3,0
8515,đó ước chẳng chuyên bao chế độ độc tài sập mong,0,0,0,3,0
8516,đó sụp chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8517,đó mọc chẳng bao chế độ độc tài sập chuyên mong,0,0,0,3,0
8518,đó chẳng sụp bao chế độ độc tài sập mong,0,0,0,3,0
8519,đó mọc chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8520,đó chẳng sập chế độ độc tài bao mong,0,0,0,3,0
8521,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8522,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8523,đó chẳng bao độc tài sập chế độ mong,0,0,0,3,0
8524,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8525,đó chẳng mong bao chế độ độc tài sập,0,0,0,3,0
8526,đó chẳng chế độ mong bao độc tài sập,0,0,0,3,0
8527,đó chẳng chế độ bao độc tài mong sập,0,0,0,3,0
8528,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8529,đó chẳng bao chế độ độc tài sập,0,0,0,3,0
8530,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8531,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8532,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8533,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8534,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8535,đó chẳng bao chế độ độc tài sập mong,0,0,0,3,0
8536,"cũng khâu phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8537,"cũng khâu phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8538,"cũng may phần lan "" vinh dự "" họp mặt liên bang xô viết !!!",0,0,0,2,0
8539,"cũng may phần lan "" vẻ vang "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8540,"cũng may phần lan "" vẻ vang "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8541,"cũng khâu phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8542,"cũng may phần lan "" vẻ vang "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8543,"cũng may phần lan "" vinh dự "" họp mặt liên bang xô viết !!!",0,0,0,2,0
8544,"cũng may phần lan họp mặt "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8545,"cũng may vẻ vang phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8546,"cũng may phần lan "" vinh dự "" gia nhập thể liên bang xô viết !!!",0,0,0,2,0
8547,"cũng may phần lan "" vinh dự "" gia nhập thể liên bang xô viết !!!",0,0,0,2,0
8548,"cũng may vẻ vang phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8549,"cũng may phần lan "" vinh dự "" họp mặt gia nhập liên bang xô viết !!!",0,0,0,2,0
8550,"cũng may phần lan khâu "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8551,"cũng may họp mặt phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8552,"cũng liên bang phần lan "" vinh dự "" gia nhập may xô viết !!!",0,0,0,2,0
8553,"cũng may liên bang phần lan "" vinh dự "" gia nhập xô viết !!!",0,0,0,2,0
8554,"cũng may phần lan gia nhập "" vinh dự "" liên bang xô viết !!!",0,0,0,2,0
8555,"vinh dự may phần lan "" cũng "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8556,"liên bang may phần lan "" vinh dự "" gia nhập cũng xô viết !!!",0,0,0,2,0
8557,"cũng may ! phần lan "" vinh dự "" gia nhập liên bang xô viết !!",0,0,0,2,0
8558,"cũng may phần lan liên bang "" vinh dự "" gia nhập xô viết !!!",0,0,0,2,0
8559,"cũng may ! phần lan "" vinh dự "" gia nhập liên bang xô viết !!",0,0,0,2,0
8560,"cũng may phần lan vinh dự "" gia nhập liên bang !!",0,0,0,2,0
8561,"cũng may phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8562,"cũng may phần lan "" vinh dự "" gia nhập xô viết !!!",0,0,0,2,0
8563,"cũng may phần lan "" vinh dự "" gia nhập liên bang xô viết !!",0,0,0,2,0
8564,"cũng may "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8565,"cũng may phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8566,"cũng may phần lan "" vinh dự "" gia nhập liên bang xô viết !!",0,0,0,2,0
8567,"cũng may phần lan "" vinh dự "" gia nhập liên bang xô viết !!!",0,0,0,2,0
8568,dẫn độ phạm tội tc hoành tráng,0,0,0,1,0
8569,dẫn độ tội nhân tc hoành tráng,0,0,0,1,0
8570,dẫn độ tội nhân tc hoành tráng,0,0,0,1,0
8571,dẫn độ phạm tội tc hoành tráng,0,0,0,1,0
8572,dẫn độ phạm pháp tc hoành tráng,0,0,0,1,0
8573,dẫn độ phạm pháp tc hoành tráng,0,0,0,1,0
8574,dẫn độ phạm pháp tc hoành tráng,0,0,0,1,0
8575,dẫn độ tội nhân tc hoành tráng,0,0,0,1,0
8576,dẫn độ tội nhân tội phạm tc hoành tráng,0,0,0,1,0
8577,dẫn độ tội nhân tội phạm tc hoành tráng,0,0,0,1,0
8578,dẫn độ tội phạm tội nhân tc hoành tráng,0,0,0,1,0
8579,dẫn độ tội phạm tc tội nhân hoành tráng,0,0,0,1,0
8580,dẫn độ tội nhân tội phạm tc hoành tráng,0,0,0,1,0
8581,dẫn độ tội phạm tc hoành tráng,0,0,0,1,0
8582,dẫn độ tội nhân tội phạm tc hoành tráng,0,0,0,1,0
8583,tội nhân dẫn độ tội phạm tc hoành tráng,0,0,0,1,0
8584,dẫn độ tội phạm hoành tráng tc,0,0,0,1,0
8585,dẫn độ tc tội phạm hoành tráng,0,0,0,1,0
8586,dẫn độ tc tội phạm hoành tráng,0,0,0,1,0
8587,tội phạm tc dẫn độ hoành tráng,0,0,0,1,0
8588,dẫn độ tội phạm tc hoành tráng,0,0,0,1,0
8589,dẫn độ tội phạm hoành tráng tc,0,0,0,1,0
