,content,individual,groups,religion/creed,race/ethnicity,politics
5707,thôi im đi,1,0,0,0,0
5708,"doanh nghiệp sai phạt , thằng tống tiền doanh nghiệp đéo gào mồm vạ : ) ) tưởng tiền",0,0,0,0,0
5709,cười vãi lồn bọn bảo game chán rác phá kiểu = ) ) ) chán thực,0,2,0,0,0
5710,ông tuân cười ngặt nghẽo,1,0,0,0,0
5711,"fanpage riết loz . nội dung hướng kích khác . ăn nhảm lồn vcc , cặc khăn ta bày kiến . nhớ xưa fanpage quần què chửi dc , chửi vui , chửi giải trí . bây toàn đả kích khác . zzz",3,0,0,0,0
5712,"gg 4eva chửi mày ha mày tiếng . tao comment bình đâu , địt mẹ trải bao nhiêu thay đổi",2,0,0,0,0
5713,miệng này còn thúi cái hầm cầu,3,0,0,0,0
5714,bua nao ve sai gon gap em .,1,1,0,0,0
5715,nứng thầy,2,0,0,0,0
5716,bớt bớt vô diên giùm,0,0,0,0,0
5717,full :,0,0,0,0,0
5718,bây nghiêm túc kiểm kỷ luật chức bọn quan chóp bu tẩu táng cất giấu mấy ngàn tỷ túi ! lãnh đạo ban ngành thể chế cuộc sống bao nhiêu đấu đá tranh chấp quyền lực chờ ! hạ cánh dư tài sảng khủng xong !,3,3,0,0,3
5719,i love you to ca mo,0,0,0,0,0
5720,xin video,1,1,0,0,0
5721,hư trúc mộ dung phục,1,1,0,0,0
5722,abe đóng phim !,1,1,0,0,0
5723,anh cặc,0,0,0,0,0
5724,: ) ) cay vãi lồn,0,0,0,0,0
5725,tại dân thích làm nô lệ . chưa thích làm người . ông trời cho tự do quyết định . tại sao không chịu làm người mà làm chó giữ chế độ csvn,3,3,0,0,3
5726,sam,0,0,0,0,0
5727,da chua,1,0,0,0,0
5728,lê nguyễn thảo nhi thuyết lồn què !,3,0,0,0,0
5729,vợ chờ chồng xăm,1,1,0,0,0
5730,mai nam hải xiên : ( (,1,0,0,0,0
5731,em tổ tư vấn nhưnlol độ 🤣🤣🤣,3,0,0,0,0
5732,có mấy đứa sợ đừng đú trang chủ liên minh sợ mấy link ngu,3,3,0,0,0
5733,xem 6 7 tập đầu nhân vật xong phát tập 63 ( độ sad ),1,0,0,0,0
5734,má mắt cá xấu kìa trời,1,1,0,0,0
5735,mua hốt ta,1,1,0,0,0
5736,hoàng hải vietnam num bơ qoan,0,0,0,1,0
5737,: ) ) . ở thiên đường ngành nghề hợp pháp nhé.đặc biệt nghề cướp đường.làm tù 6 nhẹ,0,0,0,3,0
5738,nói lão vô văn hoá,3,0,0,0,0
5739,bị môi khoá ngay,1,0,0,0,0
5740,anh đổi tốp đi kết giới rọi béo,1,1,0,0,0
5741,tiên tri ? tao lao,3,0,0,0,0
5742,trương duy mẹ,3,0,0,0,0
5743,căng uiii,1,1,0,0,0
5744,yêu đương : ) ),0,0,0,0,0
5745,âm binh,3,3,0,0,0
5746,hóng thầy,1,0,0,0,0
5747,cháu diêm vương,0,0,0,0,0
5748,lâm đình khoa,1,0,0,0,0
5749,móa bún mắm bài quyền tao cừi sặc 🤣🤣🤣,1,1,0,0,0
5750,anh độ ngái dứa vãi lồn,2,0,0,0,0
5751,tao khửa ghét kpop nhãy mặt mao bôi nhọ quyền xử,2,2,0,2,0
5752,90tr dân việt nam vả nhung nè,2,1,0,2,0
5753,oh shjt,0,0,0,0,0
5754,minh khánh hơi ngứa xíu,2,0,0,0,0
5755,hau nguyen rảnh lồn hả nội,2,0,0,0,0
5756,bê,1,1,0,0,0
5757,mày bảo quen mày ý thàng mặt lồn,3,2,0,0,0
5758,tsb,0,0,0,0,0
5759,"ủa tưởng đăng facebook ghê gớm hả ta , đăng ta chửi à . đề nghị unfollow facebook đăng thủ dâm lấy .",3,0,0,0,0
5760,không ...!!!,1,1,0,0,0
5761,nguyễn đăng duy,0,0,0,0,0
5762,bạn chả máu hoá văn lồn cã= ] ],3,0,0,0,0
5763,"thể tuyệt đối , hoá ta mổ chết may mắn . địt mẹ , đéo trách nhiện , mổ chết , tiêm phòng trẻ .... định trốn trách nhiệm bao . bảo hành hung sĩ . tắc trách bố thằng",0,2,0,0,0
5764,có đi chuyến bây bệnh nhân 21 vậy ?,2,1,0,0,0
5765,"chị rồi . chị cầu vinh . đời cố nội thằng ba , tham sống sợ chết đầu hàng giặc",3,0,0,0,0
5766,câu chuyên gia mèo,1,1,0,0,0
5767,"ngộ ha ! mấy bố phán "" thử phát triển được "" ... ủa chinhd sách phát triển mấy bố việt nam tiế bộ ? đã đéo giúp ích đất "" thử phát triển được "" : ) ) ) ) ) ) cảm hài nhục miếng ? hay rên rỉ , lăng mẹ đất mình , ỉa ra ?",3,3,0,0,0
5768,"khổ tao , suốt lấy .",1,1,0,0,0
5769,dương thái phước gà not chó @ @,2,0,0,0,0
5770,bao chết,0,0,0,0,0
5771,phạm văn đồng bớt ngu đi,3,0,0,0,0
5772,không học trung quốc trồng tham nhũng,3,3,0,3,0
5773,đố bắt đấy 🤪🤪,1,1,0,0,0
5774,khác bọn xác sống,3,3,0,0,0
5775,bú bóng su ha cười ghê rọi béo : ) ),2,0,0,0,0
5776,đám xạo lồn,0,3,0,0,0
5777,: ) ) ) thức tiệp đầu buồi,3,0,0,0,0
5778,vũ thị huyền bao nhiêu vậy,1,0,0,0,0
5779,hư hệ ..,0,0,0,0,0
5780,bên mẹ bày địt mẹ,2,2,0,2,0
5781,sy nguyen tàu bây đeo kính đen ảnh,1,0,0,0,0
5782,quang hưng nguyễn mỹ,1,0,0,0,0
5783,có lồn,2,2,0,0,0
5784,chuẩn,1,1,0,0,0
5785,thằng vô văn hoá,3,0,0,0,0
5786,dao chặt đứt kkkkk🤣🤣🤣🤣🤣🤣,1,1,0,0,0
5787,nhanhh that su : ) ) ),1,1,0,0,0
5788,tnao iot huy minh lương . bạn già chợ nhặt tiền khoe loạn k . hay công an nhặt 20k 50k trình đồng chí . ai tham iot đéo vấn đề nằm đâu . người ta hốt k . chưa ỉa chực cắn r . lại 1 chó to : ) ),3,3,0,0,0
5789,đẹp trai rọi béo,1,1,0,0,0
5790,hỏi đi tiếp xúc nhung lây óc tó thể hiện phát biểu vậy,3,0,0,0,0
5791,vậy hằng thuế dân đóng ngập mặt bọn bụng phệ qh nn kìa đám quan giỏi quyên góp đi .,3,3,0,0,0
5792,vẫn thua chàng trai hàm trắng tinh,1,1,0,0,0
5793,"hy sinh đời bố , kệ dân chửi , miễn tiền , biến chạy thôi , tư tủn mủn thôi .",3,3,0,0,0
5794,qua đông lào du lịch kiểu đấm vỡ mồm : ) ),0,0,0,1,0
5795,nhieu tuoi vet xe mat l ; ol,2,2,0,0,0
5796,dân việt nam se 1001 ăn quan kéo cổ bọn việt cộng biển bữa thịt cá .,0,3,0,0,1
5797,idol tui khác . phải vậy đĩ tiệp tiệp đó . đm 1 đàn bà .,3,0,0,0,0
5798,@ khánh linh,0,0,0,0,0
5799,ngày xưa ma tuý trốn chó ma tuý khoe thiên hạ ma tuý đẳng cấp .,3,3,0,0,0
5800,thương quạ,1,1,0,0,0
5801,thầy vinh quang - nghệ sĩ hài hước cái lồn mẹ,2,0,0,0,0
5802,cô minh hiếu thương ✌️✌️✌️✌️✌️,1,0,0,0,0
5803,ý thức l ..,3,3,0,0,0
5804,không đeo khẩu trang dân play : ( ( (,1,1,0,0,0
5805,trung quảng cáo 🤔,1,0,0,0,0
5806,bọn đảng cộng sảng đéo chết đâu . người cộng đồng chết . vl,0,3,0,0,3
5807,hanh viet tất lập luận viết sai tả lồn,2,0,0,0,0
5808,muốn trợn trắng,1,1,0,0,0
5809,"thực ra : que bọn chốc . chỉ mị dân cai trị tham nhủng đất tụt hậu .. thầy bọn bò đỏ .. bò mãi o nhồi sọ umê , chửi càng , bò đi , đừng nội tạng giặc tàu ..!",3,3,0,3,3
5810,nguyễn chí hùngchú ý .,1,0,0,0,0
5811,về việt nam mau lồn à .,2,2,0,2,0
5812,địt,0,2,0,0,0
5813,"đồng chí rước giùm , đấy mấy chó đái khổ thân tui",3,0,0,0,0
5814,nhiệt độ hợp lý . xài gòn 35 . hà nội 32 . vi rút sống nổi . hà nội 2 dịch .,1,1,0,0,0
5815,cái mặt bò biểu cảm vãi haha .... đéo nhiên thèm thịt bò khô,0,0,0,0,0
5816,vũ trọng chiến miền bắc . hhhh,1,0,0,0,0
5817,"ở italy no , việt nam no , quân y , bệnh viện dịch tễ đẳng chữa 16 , nhung bữa khoẻ , khoẻ ship nhung 1 lạng đinh",2,1,0,0,0
5818,cực kì thuyết phục,0,0,0,0,0
5819,: ) ) ) ) alo thằng ngu mr gripex,3,0,0,0,0
5820,gia nhập tpp,1,1,0,0,0
5821,cc ha ha,2,2,0,0,0
5822,đéo game giải trí,2,2,0,0,0
5823,mặt âm hộ gái nhật ge,3,0,0,0,0
5824,thằng chó thằng vậy ? bjk thông coi,3,2,0,0,0
5825,bỏ tật ngựa : ) ) ),0,0,0,0,0
5826,toang 1 fan bóng đá buồn đá bóng rồi : hài,1,1,0,0,0
5827,cml,0,0,0,0,0
5828,bóng già đeo vàng giả sửa chó,3,0,0,0,0
5829,"chỉ mấy chó phản động que thú đọc kiểu xuyên tạc chống phá ! nhưng yên tâm lũ 1 hàng triệu dân việt nam thôi , đăng kí đâu !: ) ) ) mạng sủa sáng , sủa tối , sủa trưa ,",3,3,0,0,2
5830,êh ... thằng dịu vàng phẫu thuật xong tui bê đê tiếp thành moi đợt,3,0,0,0,0
5831,mẹ trai đéo nữ không . xàm lồn quen,3,3,0,0,0
5832,"vấn ngô kỷ đi , viu lắm , cầu mong ngô kỷ tiên tri mắc bệnh vui , còn mấy chống gậy chống cộng vui",3,3,0,2,2
5833,loại mât đậy,3,3,0,0,0
5834,trần vinh giúp mẹ giúp thuyết phục mả mày,3,0,0,0,0
5835,"mày lảm nhảm đéo thế , sai lè cãi , việt nam ! chối tội đổ lỗi minh , thằng quan thằng dân , sai lè kia lái đi cãi , mày vác điện thoại sương m , dân việt nam ! sao ?",3,3,0,2,0
5836,"thấy thằng hơm ???- - - cái thằng đũa anh , máng",3,0,0,0,0
5837,có tìn mua đốt,3,3,0,0,0
5838,khùng khí chuột,0,0,0,0,0
5839,mày ngu nữa !!! mày nhồi sọ thể biển bờ à !? tội mày,0,0,0,0,0
5840,"vô tình thấy , 🤨",1,1,0,0,0
5841,súc vật,0,0,0,0,0
5842,chia bắt tù chia cặc,0,0,0,0,0
5843,nguyễn thanh link video,1,0,0,0,0
5844,linh tục duyên đồ nết,3,0,0,0,0
5845,địt mẹ mày,3,0,0,0,0
5846,chị 3 giàu giúp đỡ,1,0,0,0,0
5847,tao xịt máu mũi mày,1,1,0,0,0
5848,"ủa lắm hỏ , ý thức đách . chán thiệt",0,0,0,0,0
5849,nguyễn jonh lý lý ngôn luận,1,0,0,0,0
5850,ngụ bảy vịt là ??? cả đất việt nam chỗ bọn tàu cộng lắm đầu hết .,0,0,0,3,3
5851,mấy đánh giày kia dân à ? cũng lỗi dân đi : ) ),0,1,0,0,0
5852,mày được . phát ngôn tào lao fan unfollow bây,3,1,0,0,0
5853,giúp bàn phím,3,3,0,0,0
5854,okei abe nè = ) ) ),1,1,0,0,0
5855,cô bai trộn hồ dích hột le đi,3,0,0,0,0
5856,csvn đi chả,0,2,0,3,3
5857,"đm nhiêu giấu bây nhiêu thằng chó tv ad , đăng ta",2,0,0,0,0
5858,chất,1,1,0,0,0
5859,ông trần dần tiên tri nổi 75 chạy mua 72,1,0,0,0,0
5860,chúng xây tượng đài trường học .,0,2,0,0,0
5861,này khẩu phật tâm xà,0,0,0,0,0
5862,văn hoá máu lồn huh ?= ) ) dậy che đậy : ) ) like,2,0,0,0,0
5863,tiên tri gi gọi tri thần kinh,3,0,0,0,0
5864,cho liếm hậu môn rọi béo : ) ),2,0,0,0,0
5865,"mom to ne , no ngam cuot phun cay canh , tottenham cay lam cac bac",0,0,0,0,0
5866,loạn vãi lồn,2,2,0,0,0
5867,"địt mẹ dẹp dẹp , yêu đương lồn đầu vãi lồn",2,2,0,0,0
5868,trước cắm đầu 4 sừng bảo y : ( ( ( (,2,2,0,0,0
5869,bọn nhật biến thái lắm,3,0,0,3,0
5870,thời gian đầu bao im hơi + phốt : ) ) dở,1,1,0,0,0
5871,1 chó dư luận viên : ) ),3,0,0,0,0
5872,tiến nguyễn chiều đi : ) ),1,0,0,0,0
5873,cảm động,1,0,0,0,0
5874,"đụ mẹ tao ghét ghét đắng mấy thằng dư luận viên vãi cặc , tụi bây lồn què đi bợ đít vãi cặc , bợ đít tụi già tụi bây hào lắm",0,3,0,0,0
5875,di ngua chac sih ho boom ha,3,0,0,0,0
5876,ngu,3,0,0,0,0
5877,nghe loáng thoáng ... nó buồn ngủ mày đi đụ đi,3,2,0,0,0
5878,khánh băng chán,1,0,0,0,0
5879,ủa trend mn ?,1,1,0,0,0
5880,ý admin video bố mẹ tập trận,1,1,0,0,0
5881,"thêm bọn não nữa , trùm phụ nữ",3,3,0,0,0
5882,,1,1,0,0,0
5883,hôm gam thua lập kênh thầy giáo lmht tốc chiến thầy giáo thẻ bài,1,1,0,0,0
5884,"cũng 16x , 1 ngu quản trị viên , 2 thương hại",3,0,0,0,0
5885,đinh phước sống chậm chửi hết,1,0,0,0,0
5886,đm mặc sịp chim to vờ cờ lờ = ) ) ) ),2,2,0,0,0
5887,quang minh học trò cưng abe,1,0,0,0,0
5888,sao đền rau muống ?,0,0,0,0,0
5889,bố đéo gánh = ) ) kệ mẹ mày = ) ),0,2,0,0,0
5890,"giá xăng rẻ ngàn đồng , thu nhập cá nhân ngàn đô , thiên đường xhcn",0,0,0,2,3
5891,đình quang giải việt nam ta,1,0,0,0,0
5892,mặt đậm tố chất tộc trưởng,0,0,0,0,0
5893,nhân giáo việt nam cảm ơn thầy giáo án xịn xò bò,1,0,0,0,0
5894,kết cải mày thằng mặt lồn,3,0,0,0,0
5895,anh lân thay trấn thành - trường giang giám khảo thách thức danh hài cửa 1 đồng xu : ) ) ) ) ) ) ),2,2,0,0,0
5896,# error !,0,0,0,0,0
5897,chửi dcmmm,2,0,0,0,0
5898,địt mẹ band comment gruop,2,2,0,0,0
5899,quả nhạc thốn đcđ,2,2,0,0,0
5900,sao đốn cửa tất cửa khẩu dich bệnh đồng tiền súc vật,3,3,0,0,0
5901,sắp đi chữa bệnh mẽo,1,1,0,0,0
5902,nhà tiên tri bắt,1,0,0,0,0
5903,quá chất rọi béo,1,0,0,0,0
5904,bị khùng 🤪 nói tiền giật tiền minh hiếu 🤣🤣,1,0,0,0,0
5905,nguyễn du truyện kiều,1,1,0,0,0
5906,lê phát nguyen cao cuong khoai lang phan lương trường linh chang chang : ) ) ),1,0,0,0,0
5907,nguyễn nhật long vãi lồn nắc,0,2,0,0,0
5908,chó mọc nga voi ... bê đi bóng gió,3,3,0,0,0
5909,xe cong tuc la cong tac.con xe dan tuc la dan den.bon bao ve chi la may giu tán neu dan an thi no quan no an thi no bọn hua ma,0,0,0,0,0
5910,dân indo thì mày làm lồn gì ??? k thích thì câm họng lại sủa làm cặc gì .,0,3,0,3,0
5911,cực kì thuyết phục .!,1,1,0,0,0
5912,chúng mày điên rồiiiii,2,3,0,0,0
5913,xin lỗi rút kinh nghiệm .,1,1,0,0,0
5914,"vào đọc hộ bh , thiển cận vờ cờ lờ : ) ) ) auto chó hùa",0,0,0,0,0
5915,quỳ bố dẫm lưng qua ... như thể mau chức chiếu cố hơn ! quan sảng khác ... bị khuyết tật !,0,3,0,0,0
5916,thuan tran 1 áo 4 thằng mặc,1,0,0,0,0
5917,"tại kỉ năng xạo lồn thầy , học sinh trăm thầy",2,0,0,0,0
5918,rất tâm tầm ...,0,0,0,0,0
5919,"nếu thày giáo lẽ đi khám sĩ , đầu óc vấn đề .",2,0,0,0,0
5920,iphone samsung,1,1,0,0,0
5921,nghĩ chán 🤧,1,1,0,0,0
5922,lồn bố mày,2,0,0,0,0
5923,bạn bè 1 thức 1 thì .... ý thức trái nho,2,0,0,0,0
5924,ảnh đẹp trai video hãm loll,3,0,0,0,0
5925,được vãi lồn : ) ),2,2,0,0,0
5926,đm . rửa tiền phong cocc,0,0,0,0,0
5927,chết đĩ mẹ thầy long cua,2,0,0,0,0
5928,rầu bữa giờ !,1,1,0,0,0
5929,"phải việt nam chia đôi , miền bắc khựa miền nam mẽo , miền trung lào",1,1,0,0,0
5930,ae đô nết mua hack clear map đi chứ . nháp hoài thi toang,1,1,0,0,0
5931,giáo án one champ lee bú đá rụng xác,0,0,0,0,0
5932,nhìn tưởng ghế kiểu bạo dâm,2,2,0,0,0
5933,hoàng cn nháy béo kkk,2,0,0,0,0
5934,cực kì thuyết phục : 3,1,1,0,0,0
5935,"le viet anh xung phong đi ly cả , mấy chết mẹ trốn ly chữa kịp chết thôi , chết mẹ chết lây cộng đồng",3,0,0,0,0
5936,sắp kỉ mệt mỏi ảnh đéo đỡ nổi,2,2,0,0,0
5937,ủa đẹp chỗ,3,3,0,0,0
5938,han vo đánh đĩ kkkk,1,0,0,0,0
5939,nhắc cố gắng tương lai thể no gia đình,1,0,0,0,0
5940,3 que cờ ko ?- >,0,3,0,0,2
5941,"gia vô duyên , khoe khoang đu thu",3,3,0,0,0
5942,con tào lao lồn chửi chửi chủ yếu tiền mạng . con khùng thúi,3,0,0,0,0
5943,con chó thức ....,3,0,0,0,0
5944,cc rọi béo,3,0,0,0,0
5945,nói shjt nô lệ bọn cungz khổ ... tự thân vận động,0,3,0,0,0
5946,địt mẹ linkkkkkkkkkkkk,3,0,0,0,0
5947,yêu đầu buồi yêu,2,2,0,0,0
5948,"không khuyết tật vé , thằng khuyết tật đầu ngoẹo quan thái thú cai trị dân tộc !",3,0,0,0,3
5949,đm thua vờ cờ lờ : ) ) ) ) phim hài : ) ) ) ) troll vờ cờ lờ,2,2,0,0,0
5950,đéo even nho giải nghiệp đi rọi béo : ) ),2,0,0,0,0
5951,cái phiếu phạt 20k cảnh sát giao thông đéo bao nghi tao mấy tờ 50k bọn nghi màu,2,3,0,0,0
5952,khoảng lí nhỉ : ) ),1,1,0,0,0
5953,cái miệng mày chửi dẻo mày phát ngôn vô phát ngôn ngượng miệng mày xấu công viên nằm ngửa,3,0,0,0,0
5954,đúng bây ơi . loài hợp quần,1,0,0,0,0
5955,xin chào ngài ! may xuất hiẹn trở ngài thuyên bệnh trĩ,2,2,0,0,0
5956,si đa xông pha hiến máu : ) ),1,0,0,0,0
5957,làm chục triệu hòm csgo : v,1,1,0,0,0
5958,lủ ngu ra . thế thằng chó admin bảo cocc đấy báo chí dám phản ánh ? mày 100% dạo dân ko ?,3,0,0,0,0
5959,vẫn thức kém english toi= ) ) ),0,3,0,0,0
5960,"viết nhẹ , đúng máy bây rơi quyền xã triệu hành , ức chế kệ mẹ bố thằng chết , người xã hành trung ương hành cút",0,2,0,0,3
5961,nguyễn hữu thiện,1,0,0,0,0
5962,già đéo ráng nhoai địt cụ,2,0,0,0,0
5963,cú gai🤣,3,3,0,0,0
5964,khô gà vậy thầy,1,1,0,0,0
5965,chủ tiệm,1,0,0,0,0
5966,có khùng chết đi,3,3,0,0,0
5967,chửi ngu,3,0,0,0,0
5968,"hơ hơ , c.an huyện bày giọng . xin lỗi vàng mã c.an tỉnh coi mắt huốn c.an huyện . chú đại biểu quốc hội tỉnh dám giọng . nổ quá . đr , mĩ bom nguyên tử hk nổ lạ",3,1,0,1,0
5969,thò chắng .,3,0,0,0,0
5970,kho than ta sinh nham dắt nuoc nay` = ) ),0,0,0,3,0
5971,chào nhéee,0,0,0,0,0
5972,bao hướng nghiệp nghề thầy,1,1,0,0,0
5973,đất đi thằng ngu quản trị viên fanpage,3,3,0,0,0
5974,nhí ...,0,0,0,0,0
5975,nguyễn bảo chấn cái lồn mẹ,2,0,0,0,0
5976,như lồn,2,0,0,0,0
5977,my trần ụ,2,0,0,0,0
5978,toang,0,0,0,0,0
5979,yêu idol .,1,1,0,0,0
5980,không giáp,0,0,0,0,0
5981,"mấy thằng học , mấy thằng tiến sĩ thạc sĩ nhục mặt ? dự án mấy chia nữa , trời",3,3,0,0,0
5982,sạo lồn quền 3,3,0,0,0,0
5983,"đéo tin ! mèo hoàn mèo thôi ! dăm bữa chìm lắm kiểm điểm , rút kinh nghiệm",3,3,0,0,0
5984,yêu : ) ),1,1,0,0,0
5985,minh toàn,0,0,0,0,0
5986,hát đếch lồn abe : ),2,0,0,0,0
5987,"trantuan khoi tran chụp :) , rủ chụp",1,0,0,0,0
5988,cũng tụi ngu ngu,3,3,0,0,0
5989,cô trần thị nga cầm tiền việt nam bắt tù đày tội là ....!,3,0,0,0,0
5990,ai yêu inbox,1,1,0,0,0
5991,"chửi lắm ơi , con lgbt ❤️ nè , chúc khoẻ vui vẻ nhé .",1,0,0,0,0
5992,chuyện tâm linh địt lỗ đít từ gà,3,0,0,0,0
5993,o di lam . nghe nguoi chuyen cung gietduoc gian . nham chan,1,0,0,0,0
5994,"bọn cầu thủ toàn yêu đảng , ủng hộ độc tài đấy ... ko",3,3,0,0,3
5995,tú trinh,1,0,0,0,0
5996,mồm vén bồn cầu,3,0,0,0,0
5997,ỳe ỳe ỳe,1,1,0,0,0
5998,hoài thương khúc kìa,1,0,0,0,0
5999,tại thằng dân ... cái dân đụ mẹ cộng sản đóng thuế nuôi mày bú cậu,3,0,0,0,3
6000,thật ra : đu tốn triệu đô . chỉ bọn cuộc sống quan tham nhủng . đưa gia đinh du học định cư sung sướng . chứ bò đỏ umê bưng bô cửa đu . chỉ chốt giặc tàu .. ha ha,0,3,0,0,0
6001,đầu nè @ .@,1,1,0,0,0
6002,"trách nhiệm đi , tiền phạt . nhớ là :tay , đè mấy chai dr . thanh công ty an toàn lắm . quảng cáo công ty tết thưởng",3,3,0,0,0
6003,canh chó đợi xương,0,0,0,0,0
6004,mấy đứa chê bánh mì xanh cỏ,0,3,0,0,0
6005,xài tiền le,0,0,0,0,0
6006,gửi mặt lồn nhung17 = ) ) ),2,0,0,0,0
6007,"trang bùi mi trùm ỉa dạo bùi , ghi giùm",3,2,0,0,0
6008,ll cát,2,2,0,0,0
6009,chán chung = ( (,1,0,0,0,0
6010,tính máy sợ lộn hahaa 🤣🤣,1,1,0,0,0
6011,cspccc nhuần nhuyễn csgt chuyên môn mẹ đòi kĩ lăng dập lửa . tự chửi đi .,2,3,0,0,0
6012,hổi đi ốc hạnh yêu cũ : ) ),1,0,0,0,0
6013,ghê tởm bóng già,3,0,0,0,0
6014,cảm ơn thầy,1,1,0,0,0
6015,nguyễn ngọc trâm nhìn tội kệ,1,0,0,0,0
6016,"ad ngu xí . trong fanpage \ "" địt mẹ ad \ "" văn hoá vô văn hoá",2,2,0,0,0
6017,"thấy tốn tiền nhà nước hông mấy chị \ "" có ý thức \ """,0,3,0,0,0
6018,mấy truyền máu,1,1,0,0,0
6019,ăn cực chờ,0,0,0,0,0
6020,abe nasus 0175 toàn giới : ) ) ),1,1,0,0,0
6021,lũ chó chết . đkm loạn mẹ rồi . xh lồn,3,0,0,0,0
6022,bã tỉnh bơ,1,1,0,0,0
6023,cô 8 tầng địa ngục tha,3,0,0,0,0
6024,chụp hình ngủ vậyy mẹ mít = ) ) ),1,0,0,0,0
6025,"đéo thi im . chỗ đấy long mạch đất đấy "" chuẩn đầu tư 20 tỷ vét máng sạch "" : ) ) ) ) ) .",3,0,0,2,0
6026,từ dõi fanpage này ... video nghĩa nhất .... tao tào lao lồn,3,3,0,0,0
6027,trung quoc government la dog have babies !!!,0,0,0,3,0
6028,chấm,0,0,0,0,0
6029,ma no = ) ),2,0,0,0,0
6030,mắc địt,2,0,0,0,0
6031,5c 5đ,1,1,0,0,0
6032,vãi lồn,2,0,0,0,0
6033,được vãi lồn,2,0,0,0,0
6034,huyền khánh phùng chả vờ chả vịt : ) ),2,0,0,0,0
6035,đụ mẹ . mang tiếng việt kiều . có lồn thúi rùm . có quần què,3,0,0,0,0
6036,nguyễn chả bù chỗ hành xe máy đắt tô = ) ) ) ),1,0,0,0,0
6037,anh độ đĩ,2,0,0,0,0
6038,thầy,1,0,0,0,0
6039,làm đéo lê văn tám chậm rồi .,1,0,0,0,0
6040,địiiiiitttttttt ...... quả đấm thép,2,2,0,0,0
6041,tại nhung dung dăng dung dẻ đeo khẩu trang,2,0,0,0,0
6042,óc chó,0,0,0,0,0
6043,@ văn tuấn mai mày đéo câm mẹ nghệ sĩ giải tđ hàng 2,3,0,0,0,0
6044,chuôi linh love chet chet me no di dep,3,0,0,0,0
6045,truý phèo,1,1,0,0,0
6046,vay lồn vay lắm,2,0,0,0,0
6047,thầy ao đen đó là bê đợi,1,1,0,0,0
6048,vì đại sứ quán,1,1,0,0,0
6049,"khi , học",1,1,0,0,0
6050,"may thsng doc , cong san gioi lam công an may thsng vo dung 3 que dau .",0,0,0,0,0
6051,minh hiếu duyên vui .,1,0,0,0,0
6052,tất nhiên vấn đề .... vấn đề tất nhiên,1,1,0,0,0
6053,ns xúc phạm đầu cặc,0,0,0,0,0
6054,đúng iu . dạy . họ học đi linh lóc khùng ( nhũn não ) cậu nhiên chào kkkkkk mến,3,0,0,0,0
6055,"được , vãi lồn : ) ) )",2,2,0,0,0
6056,hải hà haha cắcc .,1,0,0,0,0
6057,cái,1,1,0,0,0
6058,nói sao con linh nó không chửi điện thoại lại chửi người ta tục tĩu,3,0,0,0,0
6059,từ bi chửi đụ mẹ đụ mẹ,2,0,2,0,0
6060,em khoe ké,1,1,0,0,0
6061,hết : ) ),0,0,0,0,0
6062,vũ thanh huyền comment mùi ích kỉ câu rút hí hí,3,0,0,0,0
6063,cái miệng vòi bò nhức nhúc,2,0,0,0,0
6064,ngộ độc thực phẩm hả ?,0,0,0,0,0
6065,đệt mẹ mày,3,2,0,0,0
6066,đôi quảng cáo đầu ngắn tổ trác . thay hoà đồng tỏ vẻ bố thiên hạ . chán vin fet,3,3,0,0,0
6067,nhảm nhí . mày kiếm cái tờ giấy này rồi vu khốg thế,2,0,0,0,0
6068,nghe 1 thành hà nội kì thị dân vĩnh phúc nhỉ . bh mấy lây,1,1,0,0,0
6069,duma tức,1,0,0,0,0
6070,sơn nguyễn chuẩn địt mẹ phí tiền vé vãi lồn,2,0,0,0,0
6071,đụ mẹ ghê người,2,2,0,0,0
6072,8 keo vật vã 29 tiếng phụ bếp ha ha,3,0,0,0,0
6073,hải hải = ) ) ),0,0,0,0,0
6074,"nghe tuyên truyền đảng mình , bọn sức phấn đấu trâu chó ngựa ta sai bảo .",0,3,0,0,3
6075,gọi taxi khéo mấy bảo khăn xử phạt vi phạm nồng độ cồn .,3,3,0,0,0
6076,lỗ đít nè đi,2,0,0,0,0
6077,nói la oam gi củg . trừ dẹp mẹ bọn chó ức hiếp dân lành đi mong cảnh .,3,3,0,0,0
6078,súng bắn sợ,2,2,0,0,0
6079,anh video call đẹp traiii,1,1,0,0,0
6080,ai đầu bút đầu,2,2,0,0,0
6081,đoàn văn ngọc sơn abe dám cà khịa sơn đậm sâu,1,0,0,0,0
6082,"khī pacpo hôm đi bảo , mai dâm nuôi đảng",3,3,0,0,0
6083,giờ đó .. tù ..,1,1,0,0,0
6084,bt phan cuồng chửi nêu kiến cá nhân,1,1,0,0,0
6085,do lồn ngọc trinh hôm tiệp hơi nông nổi,3,0,0,0,0
6086,đm train cục cứt vô quất 1 hơi 3-0 sợ,0,0,0,0,0
6087,bùi đức hợp lý vãi lồn,2,0,0,0,0
6088,con chat kiep no moi thay doi tinh.no khong thuoc chua roi.con corona virut cang no no benh chet di.dong ho doi no bi benh corona vi rút no the nao la dau kho .,0,0,0,0,0
6089,"tú ngu suẩn mặt thái độ sặc mùi "" âm hộ """,3,0,0,0,0
6090,đéo đá mc chả cười ?,0,0,0,0,0
